date,keyword,impressions,clicks,spend,sales,orders,ctr,cpc,cvr,acos,roas,bid,inventory_level,stock_out_flag,organic_rank,impressions_change_1d,clicks_change_1d,spend_change_1d,sales_change_1d,orders_change_1d,ctr_change_1d,cvr_change_1d,acos_change_1d,cpc_change_1d,ctr_7d_avg,cvr_7d_avg,acos_7d_avg,spend_7d_avg,sales_7d_avg,competitor_avg_price,sponsored_count,organic_count,competitor_avg_rating,competition_intensity,price_gap,market_pressure_score
2025-01-27 18:30:41.855459,Aloe vera juice,4550,290,3186.1096041714063,14363.89588638785,38,0.0639196365086843,10.986584841970366,0.1312037280884873,0.22181374951281624,4.508286804566282,10.079368517677537,63,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-473.22271481565576,0.3142857142857143
2025-01-28 18:30:41.855459,Aloe vera juice,4039,115,1323.5217438911807,7931.9926336009485,12,0.028572009075316446,11.508884729488528,0.11128231580542006,0.16685867032762627,5.993095821970201,13.598504738723113,51,0,2,-0.11230769230769233,-0.603448275862069,-0.5845962919297054,-0.4477826422344223,-0.6842105263157895,-0.5530010707830829,-0.15183571818654196,-0.24775325833448703,0.04753978556856908,0.0,0.0,0.0,0.0,0.0,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-469.7035785946102,0.36182549985428336
2025-01-29 18:30:41.855459,Aloe vera juice,3916,121,973.1331139810405,12383.34022370539,24,0.03100427059120603,8.042422429595376,0.20495128632644755,0.07858405699927187,12.725227459423042,7.940836517419991,27,0,59,-0.03045308244615008,0.05217391304347818,-0.26473960970221044,0.5611890726231838,1.0,0.08512742346812541,0.8417237711408707,-0.5290382163241957,-0.3011988026095389,0.0,0.0,0.0,0.0,0.0,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-475.3612468159133,0.013086911676175372
2025-01-30 18:30:41.855459,Aloe vera juice,4102,93,1370.5926325225569,4488.941824463335,13,0.022799939792816925,14.737555188414591,0.14655426808606084,0.3053264413125725,3.2751830981328856,15.997849051660081,14,0,55,0.04749744637385089,-0.23140495867768596,0.40843283702013666,-0.6375015348548554,-0.45833333333333337,-0.2646193779742123,-0.28493121115313036,2.885348415078666,0.832477132036952,0.0,0.0,0.0,0.0,0.0,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-467.30423428167325,1.1467628463226662
2025-01-31 18:30:41.855459,Aloe vera juice,4595,220,2991.8688948199056,26787.730925223343,51,0.048005773594878794,13.599404067363206,0.23606150771755594,0.11168802998550206,8.953510954842766,12.293582330652157,0,1,89,0.12018527547537783,1.3655913978494625,1.182901632349659,4.967493447840769,2.923076923076923,1.1055219457203531,0.6107446804547096,-0.6342012519277247,-0.07722794632491703,0.0,0.0,0.0,0.0,0.0,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-471.00850100268116,0.23705776796079725
2025-02-01 18:30:41.855459,Aloe vera juice,4585,314,2526.487235204384,23758.3109904749,37,0.06850384088698766,8.046137691733707,0.11953442280127678,0.10634119724324236,9.403693262100703,8.303982193556973,0,1,71,-0.0021762785636560977,0.42727272727272725,-0.15554881446218416,-0.11308982993762784,-0.27450980392156865,0.42699170864513647,-0.49363018156989014,-0.04787292553153433,-0.4083463031263711,0.0,0.0,0.0,0.0,0.0,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-474.99810113977634,-0.09406058884065682
2025-02-02 18:30:41.855459,Aloe vera juice,4291,300,2020.0939605233164,20729.256326383653,53,0.06999169470416985,6.733646535077721,0.17821212151464816,0.09745134744424931,10.26153076613012,7.586182904565013,0,1,6,-0.06412213740458017,-0.04458598726114649,-0.20043373567256606,-0.1274945287695597,0.43243243243243246,0.02171927585252842,0.49088536455244935,-0.08359742065587816,-0.1631206433372857,0.04754245216486571,0.16111423576284237,0.15543764183218295,2055.972455016256,15777.638401462775,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-475.7159004287683,0.15116507094842857
2025-02-03 18:30:41.855459,Aloe vera juice,3957,213,1131.6973129303396,29917.992801038323,57,0.05406201966919949,5.313132924555585,0.2684569549189997,0.037826645672936435,26.436391126149022,5.411665350814172,0,1,14,-0.07783733395478909,-0.29000000000000004,-0.4397798641815813,0.4432738121415136,0.07547169811320753,-0.22759378955316723,0.5063899842353532,-0.6118407116476601,-0.21095755518532577,0.046134221187796455,0.18072183959577273,0.12915376985505725,1762.4849848389606,17999.652246412843,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-477.8904179825191,0.1033281591003885
2025-02-04 18:30:41.855459,Aloe vera juice,4398,174,1862.572515465395,27320.51042611361,35,0.039592446128350126,10.704439744053994,0.2041668520051647,0.06817487983991334,14.668159333000316,12.34607427814538,0,1,82,0.11144806671720997,-0.18309859154929575,0.6458221594982647,-0.08682007486927945,-0.38596491228070173,-0.2676476689066992,-0.23948011677787573,0.8022977884261608,1.0147133331789102,0.047708569338229846,0.19399105905287908,0.1150560854996697,1839.492237920991,20769.44050248608,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-470.9560090551879,1.3289990474646245
2025-02-05 18:30:41.855459,Aloe vera juice,4244,234,3428.697418998083,22337.97914157486,51,0.05520506993983089,14.65255307264138,0.2214068495373369,0.1534918354640542,6.515004508068359,14.489646745281217,0,1,45,-0.035015916325602525,0.3448275862068966,0.8408396937723335,-0.1823732868393384,0.4571428571428571,0.3943333978625121,0.08444072758557342,1.2514426989014158,0.36882951588199164,0.051165826388033395,0.19634185379729185,0.12575719670892432,2190.2871386377115,22191.53177646743,483.3020833333333,22,48,4.143478260869565,0.3142857142857143,-468.8124365880521,0.6831152301677059
